Produk,Rating,Ulasan
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Mantap sih ini
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,good
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"bagus bgt woe lahhh,empuk lagie,hm suka,kanky the best 🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭🤭"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,klu ada bintang 10000aku kasih deh sumpah cakep bangettttttttttttttttytttttt sukaaa
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,bener²  nyaman. sesuai bgt size nya dgn kaki sy yg lebar tanpa up size
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,4,Baguss tapi masih agak berat
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Bentuk dan ukuran: Bagus ukuran pas
Daya tahan pakai: Awet
Warna: Sesuai gambar"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bentuk dan ukuran: Bagus ukuran pas
Daya tahan pakai: Awet
Warna: Sesuai gambar"
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original,5,Mantappp
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,udah bagus aja
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,sesuai pesanan bahan enteng nyaman dipake harga oke
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Suka deh, klo di pake lari bisa enteng gt"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Nyaman digunakan untuk kerja atau jogging. Pas di kaki aku yg biasa 39, ga perlu naikin size lagi. Sol nya empuk dan nyaman ga bikin sakit😍🥰"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Makasih kk
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Bagus, pas dan enteng bgt"
Kanky Street RC-01 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Mantap josss
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,3,Tidak worth it terlalu ringan seperti harga 100rban
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bahan bagus warna bagus. Istri suka
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,Bagus banget tapi sayang nya jangan pakai ekspedisi yang ga jelas trimakasih 🙏
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Besttt,,foto dan barangs sesuai..sepatu enteng dipakai dan nyaman dikaki"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Bagus
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Sepatunya bagus dan sesuai, ringan kualitas bagus. Sangat memuaskan"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus sepatunya dipakai enak enteng dengan harga terjangkau sangat puas semoga awet
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Kali ke 2 order disini keren ringan nyaman buat Olga,thanks yaa🙏🙏😍"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Baguss powlll😍
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,BAGUS BANGET UTK BUDGET DIKIT BELI SEPATU RUNNING KANKY INI!
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus bgttt
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Sepatunya cakep, bagus, nyaman dipakai, semoga awet"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagussss bngttt sepatuu nyaa smeoga cewe aku sukak yaaa
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"kiriman cepat barang sesuai pesanan top lah kanky mah moal gagal, support brand local pkkna"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Ringan
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Ternyta 42nya terlalu ngepas, tpi its okelah"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,♥️
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Alhamdulillah nyampe, bagus empuk lagi dipake nyaaa. Makasyii yaa"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Sesuai, dipakai pas ukuran nya dan empuk semoga amanah ya kk"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Tgl 2 order tgl 5 smpe, woahhhh keren bgt nih sepatu worth it lah sesuai kualitas, ga perlu upsize pas sesuai size normal. 
Thank you!"
KANKY x SBTG x STAPLE  Story Fuji & K-FLEX  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"lampu kaka
Bentuk dan ukuran: passs
Aroma: wangi
Daya tahan pakai: enak dipakai
Warna: hitam ⚫⚫⚫"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Toko amanah,kanky the best😍"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,4,"Barang okee, cuma untuk pengemasan lebih safety lagi, soale kardus rusak dan kresek luar sobek"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"Keren, ringan banget, cocok u/ nongki, jogging.
Sebenarnya udh mau c.o dr lama. 
Tp aku ragu dg panduannya😢. 
Pjg telapak kaki ku 24cm. Klo dipanduan ambil no. 37. Tp ak... "
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus banget sukaa warnanya + enteng
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Sesuai pesanan semoga bisa awet
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,Barang Bagus Sayang Packaging Kurang Rapi
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Keren aslinay
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Kak sepatunya dah sampe,enak sepatunya di pake buat joging empuk dan ringan"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,baguss empuk sepatunya
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Terbaik
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatunya bagus,mdh²an awet"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Mantaappp hehe
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Comfortable banget!!! Rekomen!! Murah but kualitas OKEH BANGET!!
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Ringan dan nyaman
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,Bagus sepatunya enteng next order lg
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Nice
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Mantapppp boskuu, barangg sesuai pesanan👍👍👍👍👍👍👍👍👍👍👍👍"
Kanky Sportsyle EXC 02 Orca - Sepatu Sport Casual Sport Style Pria Dewasa,5,mantap kali wak
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"dus nya penyok, gamasalah barangnya bagus"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Bagus,rapi"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,baguss bgt sukaaa
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bentuk dan ukuran: Bagus, tapi sayang ukuran 40 kebesaran di aku
Aroma: Wangi
Warna: Grey"
Kanky Sportsyle EXC 02 Orca - Sepatu Sport Casual Sport Style Pria Dewasa,5,"Speechless! Begitu nyoba masukin kaki, buat jalan senyaman ituu… best.. must have thing iniii mah!!! Recommended!"
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original,5,Asik bagus banget..keren dah...
Kanky Sportsyle EXC 02 Orca - Sepatu Sport Casual Sport Style Pria Dewasa,5,Sangat puas
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Cakep sesuai ekspektasi, untuk kaki 25,8cm pake size 40 lumayan pegel di kaki ujung"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Nyaman asliii buagussss pollll
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Mantap
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Ok
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,baguss nyaman kali di pakek
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagus dan empuk bgt , enteng lagi"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sesuai dengan diskripsi semoga sepatu ny awet dan nyaman 
Terimaksih tiktok,tokped, dan KANKY"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,mantap pas enak nyaman empuk
Kanky Sportsyle EXC 02 - Sepatu Sport Casual Sport Style Pria Dewasa,5,Sukaa
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Sepatu nya nyaman di pake
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Kerennnnnnnnnn 🤩
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Cantikkkk sepatunya hampang
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,2,"Nyesel beli nya. Ternyata lis sampingnya terbuat dari bahan styerofoam. Kotor sedikit saja, susahhh bgt buat bersihinn nya malah ga bs bersihin pun"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Mantap
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,3,"Ternyata kekecilan, tapi barangnya bagus"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,mantap jiwa
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,Bagus enteng
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"sumpill kirain size 40 kebesaran trnyta nggaa,soalny insolny 26cm krain kegedean tp trnyta muat kok guis😻🙌🏻"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Pas sepatunya
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Baguusss bgt, empuk sol nya ringan jg.. 
Cm sayang salah pilih nomr jd agak gedhean dikiitt... 
Makasiihhh seller.. 👍👍👍"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Mantapp..keren abiss
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Warna: kalo kata aing mah di foto asa lebih terang aja gitu
Daya tahan pakai: semoga bisa tahan lama yee
Aroma: kaya sepatu pada umumnya"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Bagus tp belum dicoba, semoga sesuai ekspetasi"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Keren bgt sepatunya.......uk pas.....sepatu ringan......tunggu pesanan berikut ya.....
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus skli sy puas
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"sepatu goib, pas available langsung sikat drpd keabisan lg. kanky pertama gw, dr dulu mau beli tapi nahan nahan, takut fomo kaya merk sebelah yg harganya makin mahal, tp... "
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,1,"Jahitannya ga rapih, udh di chat, gada respon sama sekali
Cukup sekali dah beli ni merk sepatu"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bentuk dan ukuran: Keren dan pas di kaki sesuai ukuran normal
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Bagus bgt sih woooeeenangis bgt bakalan lebih rajin lari pagi
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Ok
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,nyaman sekali
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Bagus sesuai barang
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Nice
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sesuai Pesanan mantap👍
Cantik banget asli😍🤩
Sdh 2x aku beli Kanky pkoknya recomended bgt👍"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Ok siip bingit pokok na mh❤
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Sepatu nyaman dan pas di kaki. Untuk tipe kaki lebar, sebaiknya memilih 1 nomor di atas yg biasanya karena ini cenderung ngepres. Saya biasanya pake ukuran 45,5 ini akhir... "
Kanky Street RC-01 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Kualitasnya sangat bagus
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,keren real pic bgt....
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Mantap, pas di kaki ku size 37, panjang kaki ku 23cm, biasanya emg pakai 37 jdi ikuti yg biasa dipakai sja"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,sepatunya bagus pas juga di kaki
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Keren sih ini,empuk modelnya trendi 
Cakep sepatu lokal dg size besar karna susah banget nyari sepatu anak sz 44-45 yg bagus dg harga yg ekonomis top dah pokoknya mantap"
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Sangat puas dengan produk kanky,"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"mantap barang sampai dengan aman, mungkin lain kali packingannya bisa di buat agak tebal dan berwarna hitam supaya lebih aman"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Bagus banget, nyaman di pakai.. 😍"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"Nyaman banget pas dipakai, modelnya juga keren banget. Apalagi harganya cuma dua ratus ribuan. wow."
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Ukuran 39 nya 24 cm sprtinya ya
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"sempit, ga cocok buat kaki lebar"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,cakep banget plisss🫶🏻
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Paket dah nyampe dan kereeennn banget,enteng pokoknya suka banget, sizenya pun pass... Semoga sukses selalu dan makasih bang kurir"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Udah 3 kali beli sepatu kanky dan baguss semua :"""
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus bgt🥹🥹🥹🫶🏻
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Baguss bgtt, nyaman, ukurannya pas dn ujung kakinya masih ada sisa ruang dkit kd ga press bgt. Bestt bgttt dehh🥰"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bgusss,ribgan bgtttt,byaman di pakai olahraga😍😍😍😍😍"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bgusss,ribgan bgtttt,byaman di pakai olahraga😍😍😍😍😍"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Sesuai dengan pesanan. Bagus banget sepatu nya
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"bagus sepatunya empuk enteng ga berat sukaaa
Warna: pink
Bentuk dan ukuran: pass"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Produknya bagus, sesuai gambar. Tp pengiriman lamaaa sekali"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Suka, bagus"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Sangat kerenn polll
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Cakep polll
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Gak pernah ragu... Gak pernah gagal sll order sepatu Kanky👍👍👍👍 kereeeennnnnnnn....
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,"Bagus bgt, semoga awet, recommended sellers"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Alhamdulillah... barang sudah sampai, semoga bermanfaat dan awet. Btw, keren banget rilisan terbarunya"
Kanky Sportsyle EXC 02 Orca - Sepatu Sport Casual Sport Style Pria Dewasa,5,Cakep parah
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Udah 3x beli disini, lokal pride sangat memuaskan"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Kerennn
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,sebagus ini wooooi
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"Jadi pelari fomo yg fyp ini Mulu ya di cekot 
Baru di cobain nyaman empuk semoga awet dan JD rajin buat larinya"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Masyaallah bagus banget, next mau order lagi"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,3,"Beli yang ke2 kalinya.
Untuk barang/sepatunya aman tidak bermasalah. Tapi kok ini sepatunya elit packing Sulit. Untuk pengriman lumayan lambat"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,.
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus & ringan
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"We are Kanky Pride.
Alhamdulillah gak pernah kecewa sama Kanky. Udah punya 3. Nyaman di pakai dan awet"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Enak bgt sepatunya, ringan, nyaman dipake, pas sesuai ukuran biasanya."
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Enak bgt sepatunya, ringan, nyaman dipake, pas sesuai ukuran biasanya."
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,enak dipakai empuk jg buat olahraga ini enak bgt sih buat jogging tipis tipis juga enak bgt ga bikin sakit cantikkk warnaanyaaa thank uuu
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Keren bgt sepatunya
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagus banget trs enteng bangett jugaa
mantep banget pokoknya"
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Sesuai deskripsi
Pengiriman cepat dan aman"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Suka🫶🏻
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Ok keren
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Sepatu cukup nyaman dan ringan, cm bagi saya lidah sepatunya terlalu panjang.
Biasa pakai size 38 untung co size 39 jd ketika pakai kaos kaki ga sempit."
Kanky Sportsyle EXC 02 - Sepatu Sport Casual Sport Style Pria Dewasa,4,"Ukurannya pas.
Insole 25.5 tpi ambil yg 40 (insole 26) sangat aman 
Tpi ga nyangka warnanya beda sm foto. Lebih cocok Beige/Choco dripada disebut Coffe karena secoklattt... "
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Best banget sepatuya merk kanky👍👍👍
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Matap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,4,Empuk banget outsoll nya
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"As expected, first impression dari huild quality nya value for money. Size perlu naik 1 tingkat buat kakinya lebar, saya panjang kaki 26.8 pakai nomor 43 nyaman hasilnya."
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Lumayan bagus.
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,sip
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,sip
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Cakep!!!
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus dan nyaman
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,2,Ini sepatu bagus bgt aslinya cuma sumpah dari pertama dateng baru sekali ini dipake tapi masak solnya udah kaya gini sihhh😭 kaya sterofom yg rusak terus mrotoli gituuuu�... 
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Besttttt
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Shape and size: ⭐️⭐️⭐️⭐️
Wearability: ⭐️⭐️⭐️⭐️⭐️
Color: ⭐️⭐️⭐️⭐️⭐️"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,GOKIL
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Jos
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Mantappp pakai bangetttt....pembelian yg ke empat kalinya😎
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sumpah demi apa ini tu wortit bgt sih buat dibeli..ringan bgt..nyamannya GK usah diragukan pakai bgt..
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Suka bangettttttt emang keren deh ni sepatu
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Cakeep
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Sepatu bagus dan nyaman di kaki
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Ok
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original,5,👍🏻
Kanky Story Kabuki - Sepatu Sneakers Casual Sport Sekolah Pria/Wanita Dewasa Kanky Original,5,"Ini kali ke 4 beli kanky,emang sebagus itu produk lokal, bahan ringan nyaman di pake"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Sepatu brand lokal yang bagus sekali..
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Yaa Allah manis banget, 😭😭😭😭"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Pas sesuai
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Produk keren
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,gacor kaliii enak sepatu nya
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,recommended seller 🙏🙏🙏
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Barang sesuai pesanan,semoga awet dan penjualnya sukses selalu..... terimakasih buat Pa' kurirnya"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatunya bagus sesuai keinginan sepatunya ringan, suka-suka
Tq"
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus ukurannya passs  pake kesekolah mantap nieh
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"cakep min, maap telat komen soalnya ketiduran paket sampe g tau 😭🙏🏼"
Kanky Sportsyle EXC 01 - Sepatu Sport Casual Sport Style Pria Dewasa,5,bagus sampe dicolong sama orang wkwkwk
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,cakep bgt sepatunya
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Sesuai ekpektasi, tampilan sangat OK, cocok buat harian,kerja atau lari"" santai"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"kerenn, cantik bngt warnanya.. enteng empuk.. bagus lah pokoknya.."
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Emang sebagus itu
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus,,ringan,,pengiriman cepat,,ukuran pas"
