Produk,Rating,Ulasan
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Bagus banget sepatunya, cocok di kaki gw yg kecil, Gud lah (btw, bonus foto Bae Suzy)"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Barang sangat memuaskan
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Sepatunya udah sampe,,packingnya rapi ga penyok penyok,sepatunya bagus sekali,suamiku suka banget,kualitasmah jgn di tanya lah yah,udah oke banget,terimakasih"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Pengiriman cepat
Produk sesuai iklan
Mudah mudahan awet"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagusssss tp ngepas bgt q biasa pke size 39
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,BAGUSS kekecilan tapi Bagususs
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,4,Lumayan si
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Keeereeennn
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sangat puas banget datangnya
Bentuk dan ukuran: Pas"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Mantul enteng dan nyaman spatunya
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Sesuai keinginan
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,4,Maantap
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus banget, ukuran pas"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,4,"Sesuai Orderan, 
Yg ke 2 nie Kanky, 
Cuman Packingannya yg kurang siip, gak dobel bungkus dan plastik tipis, kalau ujan bisa basah, 
Bersyukur Sepatu nyaman dipakai. 
PER... "
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Original, cocok buat ngampus dan running"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,1,"lama bgt pengirimanya sampe 1 minggu, bukan dari ekspedisinya tp dr toko nya."
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Akhirnya sampai juga sepatunya setelah menunggu sangat lama. Overall sepatunya bagus, nyaman, keren bgt, kualitas kanky juara sih. Next kalo mau beli lg harus up size ke... "
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Suka bgt. Bagus. Enteng. Enak dipakai
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagus sesuai ekspetasi, semoga awet"
Kanky Sportsyle EXC 01 - Sepatu Sport Casual Sport Style Pria Dewasa,5,mangtafffff
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Mantap sesuai
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Sepatunya bagus empuk dan nyaman... Cuma terlalu kekecilan... Biasa pake 40 ini pas banget... pokoknya oke lah buat running atau buat nongki jg oke...
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,EMPUK BANGEEEEET.... very recomended..
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Keren
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Mantap sesuai dg gambar
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatu nya cakep banget, ringan dan nyaman"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Bentuk dan ukuran: Pas dikaki ukuran 42naikin satu 43
Aroma: Wangi khas sepatu
Daya tahan pakai: Empuk pas dipake dan utk lari nyaman
Warna: Natural lebih bagus"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Josss ganyesel beli sepatu disini
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Josss sepatunya no coment pokoknya
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Mendarat dengan aman...
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Kereen istri saya suka banget empuk buat jalan setiap hari dia kuliah
Kanky x Tahilalats x One Piece Story Kagayaku Zoro - Sepatu Sneakers Casual Sport Pria/Wanita Dewasa,5,"Sepatunya bagus cuma sayang kmren barang dikirim nya lama di chat terus terus, 6 hari Bru bisa dikirim"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Kakiku 24cm sengaja ambil uk 40 biar nyaman,nanti tinggal pake kaos kaki yg tebal.
Sepatunya empuk tapi belum di coba buat joging sih.
Penjual gercep langsung di kirim sa... "
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,keren
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Shape and size: Excellent
Scent: Natural
Wearability: All-cation
Color: Navy, ❤️it
The 1st Truly satisfied buying shoes online.
Fair Price compare with the quality, desig... "
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus ringan nyaman di pakai
Kanky x Tahilalats x One Piece Story Kagayaku Chopper - Sepatu Sneakers Casual Sport Pria/Wanita Dewasa,5,😍😍😍😍😍 PACAR AKU SUKAAA . TERIMAKASIH . Biasa pke size 39 aku up jadi 40
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Ringan bangett, ukuran sesuai. Sengaja beli yg lebih size nya soalnya biar longgar enak. Sesuai banget ukuranya.
Bagus sesuai lemnya kuat.
Semoga awettt, warna putihnya b... "
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Sepatu berkualitas.enak di pakai..
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Pas banget
Kanky x Tahilalats x One Piece Story Kagayaku Chopper - Sepatu Sneakers Casual Sport Pria/Wanita Dewasa,5,"nice percentation, packagingnya bagus banget (double box), pengirimannya super cepet cuma seharu doang, secara quality sepatunya oke dan emang bener harus up size, bukan... "
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bentuk dan ukuran: bagus bgt dan ngepas ukurannya
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,1,pengiriman cepet tapi barang sepertinya bekas pajangan soanya kardus dan sepatunya berdebu
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,1,Barang ga d terima
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Bgs
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Sepatunya bagus.....
Warna: Cocok sekali"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Spt bgs sy sdh pny 2 merk kanky semua bgs
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"barangnya sesuai pesanan, pengiriman cepat"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Oke ringan dipake
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,4,"Sepatu mah udah pasti oke.
Cuma tolong diperhatikan lg komunikasi admin dan team yang lainnya biar tidak ada miskom."
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Ok
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus nyaman di pake
Kanky x Tahilalats x One Piece Story Kagayaku Zoro - Sepatu Sneakers Casual Sport Pria/Wanita Dewasa,5,best
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,modelnya keren dan diluar ekspetasi mantap
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Barang ny sudh sampai terimakasih
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus banget, ringan, gk bikin kaki sakit,warna nya juga soft"
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Good sekaliiii 🤩
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,Good sekali 🤩
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Kanky slalu is the best
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Barangnya sampai dengan aman
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Bagus running setiap hari tinggal beli buat pakai kerja
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,mantap
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,model keren... enak dipakai... cepat sampai... packing aman 👍
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Akhirmyaaa dpat jugaaaa
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Recommended seller
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Keren
KANKY x RAWTYPERIOT Story Kitadake  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"mantap, suka banget dengan bahan nya"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,goooooooddd
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Bagus banget emang produknya pantes abis size cewe cepet banget, pas sesuai ukuran. Bahan sepatu oke lah untuk harga segini balik ke pemakaian pribadi awet atau engga. Te... "
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Mantapp
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sangat bagus
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Bentuk dan ukuran: Yang mau beli mending up size dari ukuran yang biasa dipakai.
Warna: Oke punya👍🏻"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,Bagus
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Lumayan buat bikin istri senang , langsung stok 2 pasang"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Untuk harga 300rban 
Looks nya cakep banget sih perpaduan warna white dan cyan. Insole nya empuk banget, outsole full karet rubber, udah pake tpu plate lagi, mantap bange... "
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Mantap
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus ringan dan nyaman jga, tksih"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,3,bahanya materialnya beda Ama yang versi lama ga berpori lebih cepet gerah di pake
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Mantap
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Cakep, pas ukurannya, mayan empuk, mantep kanky kitadake"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Barang sudah sampai ditempat tujuan 
Barang sesuai ukuran kaki saya"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Barangnya bagus
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Barang ok banget
Kanky Sportsyle EXC 01 - Sepatu Sport Casual Sport Style Pria Dewasa,5,Perfect
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,"Kren abis,dus nya aja robek luar dalem brng aman👍"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,4,"Baik,nyaman"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"real pict anjayy, bgs bgtt
ap lgi warna nya cnti kali"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Biarkan bintang yg bicara..
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,sudah jadi langganan selalu puas sama barang ya
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Pas banget di aq uk.40 dngn kakiqu 25,5.empuk banget,warna cantik"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Kualitasnya bagus dengan harga segitu, worth it, nyaman dipakai, pas sesuai ukuran, enteng buat lari."
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,4,Keren
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Sesuai pesanan, pas, nyaman di kaki.
Akhirnyaaa punya kanky.
Terima kasih 🙏🏻"
Kanky x Tahilalats x One Piece Story Kagayaku Zoro - Sepatu Sneakers Casual Sport Pria/Wanita Dewasa,5,Memang bagus
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Bagusss bangettt
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Bagusss bangettt
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Kaki aku lebar. Ga nyesel upsize 2 nomor dari size chart. Enak ringan empuk. Dipakein kaos kaki jadi lebih pas🫰🫰
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,2,"Sekarang aneh , kalo prodaknya gak ada dikirim yang lain"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,4,"Aku biasa 39, ngerasa kurang gede dikit"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,4,Bagus
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,akhirnya setelah berapa kali check out sepatu kanky kayaknya ini yang paling sesuai selera.
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"kaki saya panjangnya 24 cm, saya ambil no.39 yg 25.5, setelah sampai ternyata ngepas banget, saran saya utk yang lain ambil 1 grade lagi deh ... biar bisa pakai kaos kaki... "
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bgs
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,3,Pengiriman sangat lama
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Enk bgt buat olah raga
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Mantap Kanky
Sepatu lokal
Harga oke
Semoga awet ya
Kita lihat bisa bertahan berapa lama"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"overall bagus banget gais omoo coquette bgt warnanya really soft, nyaman jugaa+ringan, cuma mungkin karena ga di bubble warp in box nya penyok"" ++ ada beberapa bagian... "
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Sangat nyaman dan semoga awettt
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Cakep pol
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,4,"bagussss warnanyaaaa, ukurann pas bgttt💋"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sesuai
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,Mantap
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Yg ke 3 x ny keren kanky
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Produk bagus
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,CANTIK BANGET WARNA NYAA🤍🤍
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus,enteng.the best pokoknya"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Baru sampe, bagus bangett. Tapi kalian kl beli perlu diup size sihhh🌻🌻 thanks min"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Bentuk dan ukuran: Pas
Warna: Sesuai"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,pembelian ke-5🔥🥰
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus dan pas
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatunya bagus. Cuma tidak ad bis ungunya
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,🤝🙏👌
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Fast respon pengiriman cepat barang realpick semoga awet
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Keren
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Worth the price !
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Detail warna nya cantik banget, enteng banget saking entengnya serasa kya g pake sepatu, emng ya bnr kata orng ada hrga ada kualitas produk brand lokal cakep2 skrng mirip... "
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"mantap, nyaman dipakai, pas di kaki saya"
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"gokil sih satunya tapi agak sempit dikit tpi kualitasnya oke bgt
Daya tahan pakai: kuatt bgtt
Bentuk dan ukuran: agak ngepas
Warna: keren"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Real pic, ringan, bangus . Terima kasih"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,TERBAIK..
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Okee good evrybady
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Bagus perpaduan warna nya juga bagus
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Keren
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Barangnya. Bagus dn cepet sampainya
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagusss
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,4,Alhamdulillah
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagusss
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"MasyaAllah cantiknyaaaa , enak empuk lope pokoknyaa"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"pengiriman cepet bangett, kualitasnya baguss yaa sesuai sm harga 🥰"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatunya bagus skli, warnanya cantik, sepatunya sangat ringan, nggak nyesel pesan ditoko ini, nnti mau pesan lgi sepatunya dgn model yg berbeda. 1000 bintang untuk tokon... "
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Baguss banget sesuai gambar
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"ukuran pas,udh cocok sepatunya keren,ori. suka pokoknya terimakasih sukses selalu buat tokonya..."
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Sepatunya bagus, mantap"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Alhamdulillah Sepatunya cepet sampainya, Baru pertama kali Cobain kanky, empuk Dan ringan. semoga Awet."
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,Terimakasih barang sudah diterima dengan baik.
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatunya cakep bgt enteng dan nyaman bgt dipakai nya suka bgt pengiriman jg cepat terimakasih 🙏
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Keren...
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Kerennn broo, cuma salah ambil ukuran sih terlalu ngepas lebih kecil dari spatu skolah gw ukuran 39 😹 tapi gk papa kereennn"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,mantap
Kanky Back To School Wanita Black/White 36-41 - Sepatu Sekolah Wanitaa,5,"mantap nyaman 👍, bahan dan modelnya bagus"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Kerenn Habiss
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"bagus, tapi packaging nya kurang aman, padahal buat kado"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,P
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"makaih paketnya sudah saya terima,dan sangat memuaskan.barangnya mantap end kurir nya ramah"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"baguss tapi nge pas banget, emang harus up size 1"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Produk bagus da keren, saran kemasan lbh ditingkatkan agar dus sepatu tidak penyok2"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Baguss enak d pakenya harusnya upsize sih k 40
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Alhamdulilah sdh sampai, sepatunya ringan dan bagus..."
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Alhamdulillah sudah sampe .. sepatu nya ringan smga awet ..dan bawahnya smga TDK cepet ngelupas soalnya GK ada lapisan karetnya
